id,exposure_endpoint_type,chemical,endpoint_value,endpoint_description,units,sex,life_cycle_stage,sample_size,location,type,age_specific,california_counties,condition,countries,error,lab,species,endpoint_value_original,endpoint_description_original,units_original,endpoint_value_numeric,endpoint_value_text,units_extracted,units_standardized,endpoint_description_standardized,data_type,has_error_range,is_quantitative,is_qualitative,has_numeric_value,has_units,dataset_source
12211,Population Density,,,,#/acre,Not Reported,Adult,Not Reported,"-33.95614, 22.45909",Exposure Factor Datasets,,,,,,,Mammals,,,#/acre,,,,#/acre,,unknown,false,false,false,false,true,exposure
12187,Body Weight - Mean,,14.5,,g,Both Male and Female,Adult,51,"39.12117, -88.52708",Exposure Factor Datasets,,,,,2.6 SD,,Mammals,14.5,,g,14.5,,,g,,quantitative,false,true,false,true,true,exposure
12199,Dietary Composition,,"insects (1.3%), Hermann's kangaroo rat (19.6%), California vole (31.5%), deer mouse (14.4%), California ground squirrel (24.4%), Audubon's cottontail (12.0%), unident. plant material (0.7%)",relative composition of prey remains in scat,%,Both Male and Female,Both Adults and Juveniles,25 scats,"36.13522, -82.88336",Exposure Factor Datasets,,Merced,,,,,Mammals,"insects (1.3%), Hermann's kangaroo rat (19.6%), California vole (31.5%), deer mouse (14.4%), California ground squirrel (24.4%), Audubon's cottontail (12.0%), unident. plant material (0.7%)",relative composition of prey remains in scat,%,1.3,"insects (1.3%), Hermann's kangaroo rat (19.6%), California vole (31.5%), deer mouse (14.4%), California ground squirrel (24.4%), Audubon's cottontail (12.0%), unident. plant material (0.7%)",,percent,Other,quantitative,false,true,false,true,true,exposure
12191,Growth Rate,,,change in body weight; instantaneous rate based on Brody 1945,%/d,Both Male and Female,Adult,Not Reported,"39.0255, -118.90731",Exposure Factor Datasets,subadult,Contra Costa,,,,,Mammals,,change in body weight; instantaneous rate based on Brody 1945,%/d,,,,%/d,Other,unknown,false,false,false,false,true,exposure
12206,Body Weight - Mean,,9.26,,g,Both Male and Female,Juvenile,232,"62.45446, -114.37095",Exposure Factor Datasets,21 d,,At weaning,,0.10 SE,Laboratory,Mammals,9.26,,g,9.26,,,g,,quantitative,false,true,false,true,true,exposure
12209,Food Ingestion Rate,,0.24,mean dry stomach content mass,g,Female,Adult,100,"39.12958, -84.49869",Exposure Factor Datasets,,Siskiyou,,,0.02 SE,,Mammals,0.24,mean dry stomach content mass,g,0.24,,,g,Other,quantitative,false,true,false,true,true,exposure
12201,Home Range,,1.9,calculated with Minimum Area Method,km2,Female,Adult,4,"32.82543, -116.53256",Exposure Factor Datasets,,,,,1.2 SD,,Mammals,1.9,calculated with Minimum Area Method,km2,1.9,,,km2,Other,quantitative,false,true,false,true,true,exposure
12207,Growth Rate,,0.34,,g/d,Both Male and Female,Juvenile,33,"50.93238, -115.1329",Exposure Factor Datasets,0 - 24 d,,,,,Laboratory,Mammals,0.34,,g/d,0.34,,,g/d,,quantitative,false,true,false,true,true,exposure
12212,Body Weight - Mean,,16.1,,g,Male,Adult,12,"36.43861, -78.08442",Exposure Factor Datasets,,,,,0.8 SE,Laboratory,Mammals,16.1,,g,16.1,,,g,,quantitative,false,true,false,true,true,exposure
12214,Clutch or Litter Size,,4.73,potential litter size estimated using the larger of corpora lutea count or embryo sites,#/litter,Female,Adult,30,"-27.46735, 152.11326",Exposure Factor Datasets,,Mono,,,0.67 SE,,Mammals,4.73,potential litter size estimated using the larger of corpora lutea count or embryo sites,#/litter,4.73,,,#/litter,Other,quantitative,false,true,false,true,true,exposure
12218,Metabolic Rate,,,range of mean minimal metabolic rates at 20C,cc O2/g/hr,Both Male and Female,Adult,9-22/season,"47.42649, 9.37361",Exposure Factor Datasets,,,,,,Laboratory,Mammals,,range of mean minimal metabolic rates at 20C,cc O2/g/hr,,,,cc O2/g/hr,Other,unknown,false,false,false,false,true,exposure
12186,Metabolic Rate,,,range of mean oxygen consumption from 3 sites,ml O2/animal/h,Both Male and Female,Not Reported,21-26,"43.41794, -116.19921",Exposure Factor Datasets,,,,,,Laboratory,Mammals,,range of mean oxygen consumption from 3 sites,ml O2/animal/h,,,,ml O2/animal/h,Other,unknown,false,false,false,false,true,exposure
12215,Age at Sexual Maturity,,3,minimum age for breeding,mo,Both Male and Female,Adult,Not Reported,"33.44825, -112.0758",Exposure Factor Datasets,,,,,,,Mammals,3,minimum age for breeding,mo,3,,,mo,Other,quantitative,false,true,false,true,true,exposure
12195,Survival/ Mortality,,,range of mean minimum survival rates per 14 d,,Male,Juvenile,2 periods of weekly sampling,"22.67058, 75.86394",Exposure Factor Datasets,"subadults" (26-39 g),,,,,,Mammals,,range of mean minimum survival rates per 14 d,,,,,,Other,unknown,false,false,false,false,false,exposure
12188,Water Ingestion Rate,,0.218,rate of fresh water consumption; body weight range = 8.3-11.5g,cc/g/d,Both Male and Female,Adult,6,"37.9893, -121.62293",Exposure Factor Datasets,,,,,,Laboratory,Mammals,0.218,rate of fresh water consumption; body weight range = 8.3-11.5g,cc/g/d,0.218,,,cc/g/d,Other,quantitative,false,true,false,true,true,exposure
12189,Population Density,,,,#/ha,Both Male and Female,Both Adults and Juveniles,Not Reported,"44.4284, -73.00966",Exposure Factor Datasets,,Contra Costa,breeding,,,,Mammals,,,#/ha,,,,#/ha,,unknown,false,false,false,false,true,exposure
12221,Clutch or Litter Size,,1.8,,young,Female,Adult,28 bats,,Exposure Factor Datasets,,"Kern, San Luis Obispo",,,,,Mammals,1.8,,young,1.8,,,young,,quantitative,false,true,false,true,true,exposure
12220,Time of Migration or Dispersal,,August,juvenile dispersal,,Both Male and Female,Juvenile,Not Reported,"34.5636358, -111.8543170",Exposure Factor Datasets,,,,,,,Mammals,August,juvenile dispersal,,,August,,,Other,text,false,false,false,false,false,exposure
12223,Survival/ Mortality,,0.87,mean annual survival rate,,Both Male and Female,Adult,52,"Pinon Canyon Maneuver Site, Trinidad (elev., 1310-1740 m)",Exposure Factor Datasets,> 2yrs,,,,,,Mammals,0.87,mean annual survival rate,,0.87,,,,Other,quantitative,false,true,false,true,false,exposure
12227,Home Range,,29.3,estimated by modified minimum area method,km2,Female,Adult,4,"18.57586, 73.89978",Exposure Factor Datasets,,,,,2.4 SE,,Mammals,29.3,estimated by modified minimum area method,km2,29.3,,,km2,Other,quantitative,false,true,false,true,true,exposure
12226,Dietary Composition,,Scapanus latimanus (3%); Spermophilus beechyi (24%); Thomomys bottae (64%); Reithrodontomys megalotis (4%); Peromyscus sp. (19%); Neotoma spp. (4%); Microtus californicus (32%); Odocoileus hemionus (41%); birds (6%); reptiles (12%); arthropods (47%); vegetation (33%),% occurrence of major food items (>1%) in scats,%,Not Reported,Not Reported,223 scats,"East Mesa, Cuyamaca Rancho State Park (elev., 1525 m)",Exposure Factor Datasets,,San Diego,,,,,Mammals,Scapanus latimanus (3%); Spermophilus beechyi (24%); Thomomys bottae (64%); Reithrodontomys megalotis (4%); Peromyscus sp. (19%); Neotoma spp. (4%); Microtus californicus (32%); Odocoileus hemionus (41%); birds (6%); reptiles (12%); arthropods (47%); vegetation (33%),% occurrence of major food items (>1%) in scats,%,3,Scapanus latimanus (3%); Spermophilus beechyi (24%); Thomomys bottae (64%); Reithrodontomys megalotis (4%); Peromyscus sp. (19%); Neotoma spp. (4%); Microtus californicus (32%); Odocoileus hemionus (41%); birds (6%); reptiles (12%); arthropods (47%); vegetation (33%),,percent,Other,quantitative,false,true,false,true,true,exposure
12228,Time of Mating/ Laying,,Jan. - Apr.,breeding,,Both Male and Female,Adult,Not Reported,,Exposure Factor Datasets,,,,,,,Mammals,Jan. - Apr.,breeding,,,Jan. - Apr.,,,Other,text,false,false,false,false,false,exposure
12230,Dietary Composition,,voles (40.8%); deer mice (2.4%); other rodents (14.1%); deer (24.4%); pronghorn (1.8%); other ungulates (7.3%); lagomorphs (2.4%); other mammals (7.4%); birds and eggs (19.5%); reptiles and amphibians (6.1%); seeds and fruit (30.5%); insects (30.5%); unknown (1.8%),% frequency of occurrence in scats,%,Not Reported,Not Reported,164,"National Bison Range (elev., 696-1361 m)",Exposure Factor Datasets,,,,,,,Mammals,voles (40.8%); deer mice (2.4%); other rodents (14.1%); deer (24.4%); pronghorn (1.8%); other ungulates (7.3%); lagomorphs (2.4%); other mammals (7.4%); birds and eggs (19.5%); reptiles and amphibians (6.1%); seeds and fruit (30.5%); insects (30.5%); unknown (1.8%),% frequency of occurrence in scats,%,40.8,voles (40.8%); deer mice (2.4%); other rodents (14.1%); deer (24.4%); pronghorn (1.8%); other ungulates (7.3%); lagomorphs (2.4%); other mammals (7.4%); birds and eggs (19.5%); reptiles and amphibians (6.1%); seeds and fruit (30.5%); insects (30.5%); unknown (1.8%),,percent,Other,quantitative,false,true,false,true,true,exposure
12243,Survival/ Mortality,,,annual mortality over two years estimated from carcass searches on beaches,%,Both Male and Female,Both Adults and Juveniles,1 population (1076 otters),"51.5049303, 179.0299105",Exposure Factor Datasets,,,,,,,Mammals,,annual mortality over two years estimated from carcass searches on beaches,%,,,,percent,Mortality,unknown,false,false,false,false,true,exposure
12224,Dietary Composition,,mule deer (8.7%); cattle (4.4%); sheep (17.4%); coyote (8.7%); Microtus sp. (56.5%); Eutamias (13%); Thomomys sp. (8.7%); Marmota flaviventris (4.4%); Citellus beldingi (4.4%); Erethizon dorsatum (8.7%); song birds (21.7%); grasshoppers (13.0%); other insects (34.8%); pine and fir needles (30.4%); grass (56.5%); other vegetable matter (13.2%),% of scats containing food item,%,Both Male and Female,Juvenile,23 scats,"39.43295, -120.25104",Exposure Factor Datasets,,,,,,,Mammals,mule deer (8.7%); cattle (4.4%); sheep (17.4%); coyote (8.7%); Microtus sp. (56.5%); Eutamias (13%); Thomomys sp. (8.7%); Marmota flaviventris (4.4%); Citellus beldingi (4.4%); Erethizon dorsatum (8.7%); song birds (21.7%); grasshoppers (13.0%); other insects (34.8%); pine and fir needles (30.4%); grass (56.5%); other vegetable matter (13.2%),% of scats containing food item,%,8.7,mule deer (8.7%); cattle (4.4%); sheep (17.4%); coyote (8.7%); Microtus sp. (56.5%); Eutamias (13%); Thomomys sp. (8.7%); Marmota flaviventris (4.4%); Citellus beldingi (4.4%); Erethizon dorsatum (8.7%); song birds (21.7%); grasshoppers (13.0%); other insects (34.8%); pine and fir needles (30.4%); grass (56.5%); other vegetable matter (13.2%),,percent,Other,quantitative,false,true,false,true,true,exposure
12233,Time of Mating/ Laying,,Apr. - Aug.,,,Both Male and Female,Adult,Not Reported,,Exposure Factor Datasets,,,,,,Laboratory,Mammals,Apr. - Aug.,,,,Apr. - Aug.,,,,text,false,false,false,false,false,exposure
12235,Clutch or Litter Size,,6.5,,placental scars,Female,Both Adults and Juveniles,5 animals,,Exposure Factor Datasets,1-1.5 years,,,,0.65 SE,,Mammals,6.5,,placental scars,6.5,,,placental scars,,quantitative,false,true,false,true,true,exposure
12236,Dietary Composition,,"Fruit 26.7; mammals 19.6; insects 6.8; grasses, leaves, buds 10.8; Carrion 13.5; grains, nuts 11.3; garbage 6.8; earthworms 0.9; birds 1.9; reptiles, amphibians 1.4; crustaceans 0.3; mollusks trace",% by bulk; stomach analysis,%,,,1067 animals,,Exposure Factor Datasets,,,,,,,Mammals,"Fruit 26.7; mammals 19.6; insects 6.8; grasses, leaves, buds 10.8; Carrion 13.5; grains, nuts 11.3; garbage 6.8; earthworms 0.9; birds 1.9; reptiles, amphibians 1.4; crustaceans 0.3; mollusks trace",% by bulk; stomach analysis,%,26.7,"Fruit 26.7; mammals 19.6; insects 6.8; grasses, leaves, buds 10.8; Carrion 13.5; grains, nuts 11.3; garbage 6.8; earthworms 0.9; birds 1.9; reptiles, amphibians 1.4; crustaceans 0.3; mollusks trace",,percent,Other,quantitative,false,true,false,true,true,exposure
12232,Dietary Composition,,Mammals: Spermophilus beecheyi (57%); Microtus californicus (19%); Peromyscus maniculatus and Reithrodontomys megalotis (29%); Lepus californicus (29%); Thomomys bottae (19%); Birds (5%); Insects (10%); Seeds and berries (10%); Herbaceous vegetation (14%),% of scats containing each prey item,%,Not Reported,Not Reported,21,"37.98165, -122.02583",Exposure Factor Datasets,,Contra Costa,,,,,Mammals,Mammals: Spermophilus beecheyi (57%); Microtus californicus (19%); Peromyscus maniculatus and Reithrodontomys megalotis (29%); Lepus californicus (29%); Thomomys bottae (19%); Birds (5%); Insects (10%); Seeds and berries (10%); Herbaceous vegetation (14%),% of scats containing each prey item,%,57,Mammals: Spermophilus beecheyi (57%); Microtus californicus (19%); Peromyscus maniculatus and Reithrodontomys megalotis (29%); Lepus californicus (29%); Thomomys bottae (19%); Birds (5%); Insects (10%); Seeds and berries (10%); Herbaceous vegetation (14%),,percent,Other,quantitative,false,true,false,true,true,exposure
12234,Home Range,,25,average distance traveled from den in one night,rods,Not Reported,Not Reported,Not Reported,"42.0267567, -93.6170448",Exposure Factor Datasets,,,,,,,Mammals,25,average distance traveled from den in one night,rods,25,,,rods,Other,quantitative,false,true,false,true,true,exposure
12238,Age at Sexual Maturity,,10,,months,Female,Adult,1  female,,Exposure Factor Datasets,,,,,,Laboratory,Mammals,10,,months,10,,,months,,quantitative,false,true,false,true,true,exposure
12239,Body Weight - Mean,,4.4,,lb,Female,Adult,82,,Exposure Factor Datasets,,,,,0.2,,Mammals,4.4,,lb,4.4,,,lb,,quantitative,false,true,false,true,true,exposure
12245,Metabolic Rate,,4.2,initial defecation time,hours,Both Male and Female,Adult,3 animals,,Exposure Factor Datasets,1-2 years old,,,,,Laboratory,Mammals,4.2,initial defecation time,hours,4.2,,,hours,Other,quantitative,false,true,false,true,true,exposure
12246,Body Weight - Mean,,32.2,,kg,Both Male and Female,Juvenile,6,,Exposure Factor Datasets,,,,,1.6 SE,Laboratory,Mammals,32.2,,kg,32.2,,,kg,,quantitative,false,true,false,true,true,exposure
12247,Body Weight - Mean,,9,,kg,Not Reported,Neonate,Not Reported,,Exposure Factor Datasets,,,,,,,Mammals,9,,kg,9,,,kg,,quantitative,false,true,false,true,true,exposure
12244,Body Weight - Mean,,7.59,,kg,Female,Pup,7,"27.9807, -15.76805",Exposure Factor Datasets,5 d,,,,0.289 SE,,Mammals,7.59,,kg,7.59,,,kg,,quantitative,false,true,false,true,true,exposure
12248,Territory Size,,130,,m2,Male,Adult,24-25 males,"27.9807, -15.76805",Exposure Factor Datasets,,,breeding,,,,Mammals,130,,m2,130,,,m2,,quantitative,false,true,false,true,true,exposure
12242,Dietary Composition,,"sea urchins (47.8-70.2%), mussels (0.4-3.1%), sea stars (0.5-0.8%), crabs (1.4-5.2%), clams (0.4-1.8%), octopus (0.0-0.9%), anemone (0.0-0.2%), algal holdfasts (0.0-2.6%), fish (0.0-12.3%), fish eggs (0.0-0.9%), chitons (0.2-0.8%), coralline algae (0.0-0.2%), unknown (14.6-26.7%), unsuccessful (3.4-7.1%)",percentage (ranges) of total dives that resulted in capture of different prey items at three locations,,Not Reported,Not Reported,425-584 dives/location,"51.53289, 179.00199",Exposure Factor Datasets,,,,,,,Mammals,"sea urchins (47.8-70.2%), mussels (0.4-3.1%), sea stars (0.5-0.8%), crabs (1.4-5.2%), clams (0.4-1.8%), octopus (0.0-0.9%), anemone (0.0-0.2%), algal holdfasts (0.0-2.6%), fish (0.0-12.3%), fish eggs (0.0-0.9%), chitons (0.2-0.8%), coralline algae (0.0-0.2%), unknown (14.6-26.7%), unsuccessful (3.4-7.1%)",percentage (ranges) of total dives that resulted in capture of different prey items at three locations,,47.8,"sea urchins (47.8-70.2%), mussels (0.4-3.1%), sea stars (0.5-0.8%), crabs (1.4-5.2%), clams (0.4-1.8%), octopus (0.0-0.9%), anemone (0.0-0.2%), algal holdfasts (0.0-2.6%), fish (0.0-12.3%), fish eggs (0.0-0.9%), chitons (0.2-0.8%), coralline algae (0.0-0.2%), unknown (14.6-26.7%), unsuccessful (3.4-7.1%)",,,Other,quantitative,false,true,false,true,false,exposure
12241,Home Range,,44,Home range for non-territorial males,ha,Male,Adult,7,"36.5982, -121.89647",Exposure Factor Datasets,,Monterey,,,13.36 SE,,Mammals,44,Home range for non-territorial males,ha,44,,,ha,Other,quantitative,false,true,false,true,true,exposure
12240,Home Range,,6.8,,km^2,Female,Adult,4,"35.32102, -120.70716",Exposure Factor Datasets,,,Residents,,2.3 SD,,Mammals,6.8,,km^2,6.8,,,km^2,,quantitative,false,true,false,true,true,exposure
12229,Body Weight - Mean,,9.9,,kg,Female,Pup,13,"47.11749, -108.25017",Exposure Factor Datasets,,Kern,,,0.4 SE,,Mammals,9.9,,kg,9.9,,,kg,,quantitative,false,true,false,true,true,exposure
12251,Body Weight - Mean,,592,,g,Female,Adult,10,,Exposure Factor Datasets,,,,,,,Mammals,592,,g,592,,,g,,quantitative,false,true,false,true,true,exposure
12272,Population Density,,,range of means for 4 trapping periods,#/acre,Both Male and Female,Both Adults and Juveniles,4 trapping periods,"37.3108117, -119.5450028",Exposure Factor Datasets,,,,,,,Mammals,,range of means for 4 trapping periods,#/acre,,,,#/acre,Other,unknown,false,false,false,false,true,exposure
12254,Body Weight - Mean,,373,referred to as "young females",g,Female,Juvenile,115,"38.00052, -92.09307",Exposure Factor Datasets,,"Solano, Yolo",,,150.5,,Mammals,373,referred to as "young females",g,373,,,g,Other,quantitative,false,true,false,true,true,exposure
12257,Age at Sexual Maturity,,64,youngest age of female conceiving,d,Female,Adult,51,,Exposure Factor Datasets,,,,,,Laboratory,Mammals,64,youngest age of female conceiving,d,64,,,days,Other,quantitative,false,true,false,true,true,exposure
12261,Body Weight - Mean,,,range of seasonal body weights,g,Male,Adult,644,"Santa Rita Experimental Range, Tucson (elev., 3000 - 4500 ft)",Exposure Factor Datasets,,,,,,,Mammals,,range of seasonal body weights,g,,,,g,Other,unknown,false,false,false,false,true,exposure
12263,Body Weight - Mean,,30,,g,Both Male and Female,Juvenile,16,,Exposure Factor Datasets,22 d,,,,,Laboratory,Mammals,30,,g,30,,,g,,quantitative,false,true,false,true,true,exposure
12266,Growth Rate,,see citation,figure of body weight at various ages (0 - 60 d) with calculated instantaneous growth rates,g,Not Reported,Juvenile,26,,Exposure Factor Datasets,,,,,,Laboratory,Mammals,see citation,figure of body weight at various ages (0 - 60 d) with calculated instantaneous growth rates,g,,see citation,,g,Growth,qualitative,false,false,true,false,true,exposure
12274,Home Range,,0.63,,acres,Male,Adult,70,"-33.95614, 22.45909",Exposure Factor Datasets,,,,,0.4,,Mammals,0.63,,acres,0.63,,,acres,,quantitative,false,true,false,true,true,exposure
12249,Home Range,,10.81,"minimum convex polygon estimate, corrected for sample size bias, based on radiotelemetry and mark-release trapping",ha,Both Male and Female,Both Adults and Juveniles,15,"38.69102, -121.34859",Exposure Factor Datasets,,San Luis Obispo,,,12.53 SD,,Mammals,10.81,"minimum convex polygon estimate, corrected for sample size bias, based on radiotelemetry and mark-release trapping",ha,10.81,,,ha,Other,quantitative,false,true,false,true,true,exposure
12270,Body Fat (total or %),,12.7,,%,,Both Adults and Juveniles,47,,Exposure Factor Datasets,,,,,0.45,,Mammals,12.7,,%,12.7,,,percent,,quantitative,false,true,false,true,true,exposure
12275,Population Density,,,range of monthly estimates,#/ha,Female,Adult,Not Reported,,Exposure Factor Datasets,,,,,,,Mammals,,range of monthly estimates,#/ha,,,,#/ha,Other,unknown,false,false,false,false,true,exposure
12264,Body Weight - Mean,,62.3,,g,Female,Adult,5,"32.21081, -86.06354",Exposure Factor Datasets,,,,,2.40 SD,Laboratory,Mammals,62.3,,g,62.3,,,g,,quantitative,false,true,false,true,true,exposure
12262,Dietary Composition,,Grasses: Oryzopsis hymenoides (18.0%); Hilaria rigida (13.7%); Tridens pulchella (3.3%); Bromus rubens (4.7%); Annual forbs: Plantago insularis (16.6%); Eriogonum spp. (14.3%); Phacelia spp. (6.8%); Vegetative plant parts: Phacelia spp. (6.0%); Erodium circutarium (3.2%); Misc. (8.4%),% volume in cheek pouches of major (>2%) food items,%,Not Reported,Not Reported,54,"36.15974, -115.19237",Exposure Factor Datasets,,,,,,,Mammals,Grasses: Oryzopsis hymenoides (18.0%); Hilaria rigida (13.7%); Tridens pulchella (3.3%); Bromus rubens (4.7%); Annual forbs: Plantago insularis (16.6%); Eriogonum spp. (14.3%); Phacelia spp. (6.8%); Vegetative plant parts: Phacelia spp. (6.0%); Erodium circutarium (3.2%); Misc. (8.4%),% volume in cheek pouches of major (>2%) food items,%,18,Grasses: Oryzopsis hymenoides (18.0%); Hilaria rigida (13.7%); Tridens pulchella (3.3%); Bromus rubens (4.7%); Annual forbs: Plantago insularis (16.6%); Eriogonum spp. (14.3%); Phacelia spp. (6.8%); Vegetative plant parts: Phacelia spp. (6.0%); Erodium circutarium (3.2%); Misc. (8.4%),,percent,Other,quantitative,false,true,false,true,true,exposure
12258,Body Weight - Mean,,32.6,,g,Female,Adult,154,"40.69421, -111.95789",Exposure Factor Datasets,,Inyo,,,4.1 SD,,Mammals,32.6,,g,32.6,,,g,,quantitative,false,true,false,true,true,exposure
12265,Time of Torpor or Hibernation,,Sept. - Mar. or Apr.,,,Not Reported,Adult,Not Reported,"40.69421, -111.95789",Exposure Factor Datasets,,Inyo,,,,,Mammals,Sept. - Mar. or Apr.,,,,Sept. - Mar. or Apr.,,,,text,false,false,false,false,false,exposure
12250,Body Weight - Mean,,589,,g,Female,Adult,41,"37.42565, -122.18213",Exposure Factor Datasets,,Santa Cruz,pregnant,,,,Mammals,589,,g,589,,,g,,quantitative,false,true,false,true,true,exposure
12252,Time of Molt,,April; June; July,,,Not Reported,Not Reported,Not Reported,"37.42565, -122.18213",Exposure Factor Datasets,,Santa Cruz,,,,,Mammals,April; June; July,,,,April; June; July,,,,text,false,false,false,false,false,exposure
12273,Age at Sexual Maturity,,17,,years,Both Male and Female,Adult,23,"40.88275, -123.99155",Exposure Factor Datasets,2 years,Alpine,,,0,Laboratory,Mammals,17,,years,17,,,years,,quantitative,false,true,false,true,true,exposure
12260,Home Range,,50,median lifetime distance moved from home range center (from first to last capture),m,Female,Adult,16,"31.91482, -109.14598",Exposure Factor Datasets,,,,,,,Mammals,50,median lifetime distance moved from home range center (from first to last capture),m,50,,,m,Other,quantitative,false,true,false,true,true,exposure
12271,Population Density,,,range of mean densities measured over 3 years,#/acre,Both Male and Female,Both Adults and Juveniles,Not Reported,"40.43097, -111.90039",Exposure Factor Datasets,,,,,,,Mammals,,range of mean densities measured over 3 years,#/acre,,,,#/acre,Other,unknown,false,false,false,false,true,exposure
12253,Dietary Composition,,see citation,"list of mean % of 25 items in monthly diets, based on stomach contents",%,Not Reported,Not Reported,12-40/mo,"10.26354, -67.78327",Exposure Factor Datasets,,Madera,,,,,Mammals,see citation,"list of mean % of 25 items in monthly diets, based on stomach contents",%,,see citation,,percent,Other,qualitative,false,false,true,false,true,exposure
12259,Growth Rate,,see citation,figure of logistic growth curve for changes in body weight over time,,Both Male and Female,Both Adults and Juveniles,Not Reported,"43.41794, -116.19921",Exposure Factor Datasets,1 - 12 mo,,,,,,Mammals,see citation,figure of logistic growth curve for changes in body weight over time,,,see citation,,,Growth,qualitative,false,false,true,false,false,exposure
12277,Body Weight - Mean,,,range of means from 3 sites,g,Female,Adult,18-29,"43.41794, -116.19921",Exposure Factor Datasets,,,at parturition,,,Laboratory,Mammals,,range of means from 3 sites,g,,,,g,Other,unknown,false,false,false,false,true,exposure
12256,Body Weight - Mean,,39.6,,g,Female,Not Reported,11,"35.97861, -114.83404",Exposure Factor Datasets,,,,,7.1 SD,Laboratory,Mammals,39.6,,g,39.6,,,g,,quantitative,false,true,false,true,true,exposure
12255,Body Weight - Mean,,,,g,Female,Adult,Not Reported,"31.85631, -109.06223",Exposure Factor Datasets,,,,,,,Mammals,,,g,,,,g,,unknown,false,false,false,false,true,exposure
12268,Dietary Composition,,ARTHROPODS (72-90% total) - Lepidoptera larvae (5-11); Coleoptera (7-8); June Beetles (0-3); Jerusalum crickets (0-19); Ants (0); Orthoptera (1); Spiders (1-2); Lygaeid bugs (56-83); Scorpions (0); Solfugids (0-1); Diptera (0-1); GREEN VEGETATION (0-3% total);SEEDS (10-25% total).,% weight of prey in fecal pellets; range of mean values over 2 yrs,%,Both Male and Female,Both Adults and Juveniles,20-24,"35.58764, -117.69026",Exposure Factor Datasets,,Mono,,,,,Mammals,ARTHROPODS (72-90% total) - Lepidoptera larvae (5-11); Coleoptera (7-8); June Beetles (0-3); Jerusalum crickets (0-19); Ants (0); Orthoptera (1); Spiders (1-2); Lygaeid bugs (56-83); Scorpions (0); Solfugids (0-1); Diptera (0-1); GREEN VEGETATION (0-3% total);SEEDS (10-25% total).,% weight of prey in fecal pellets; range of mean values over 2 yrs,%,72,ARTHROPODS (72-90% total) - Lepidoptera larvae (5-11); Coleoptera (7-8); June Beetles (0-3); Jerusalum crickets (0-19); Ants (0); Orthoptera (1); Spiders (1-2); Lygaeid bugs (56-83); Scorpions (0); Solfugids (0-1); Diptera (0-1); GREEN VEGETATION (0-3% total);SEEDS (10-25% total).,,percent,Other,quantitative,false,true,false,true,true,exposure
12267,Body Weight - Mean,,,range of means over 3 yrs in 2 habitat types,g,Female,Adult,Not Reported,"38.39415, -28.21076",Exposure Factor Datasets,,,,,,,Mammals,,range of means over 3 yrs in 2 habitat types,g,,,,g,Other,unknown,false,false,false,false,true,exposure
12283,Clutch or Litter Size,,3.3,,young/litter,Female,Adult,12,,Exposure Factor Datasets,,,,,0.4 SE,Laboratory,Mammals,3.3,,young/litter,3.3,,,young/litter,,quantitative,false,true,false,true,true,exposure
12284,Inhalation Rate,,297 (10C); 238 (20C); 137 (30C),inhalation rates at ambient temperatures (10-30C),ml/min,Not Reported,Not Reported,6/group,,Exposure Factor Datasets,,,,,,Laboratory,Mammals,297 (10C); 238 (20C); 137 (30C),inhalation rates at ambient temperatures (10-30C),ml/min,297,297 (10C); 238 (20C); 137 (30C),,ml/min,Other,quantitative,false,true,false,true,true,exposure
12288,Time of Mating/ Laying,,review,,,Both Male and Female,Adult,Not Reported,,Exposure Factor Datasets,,,,,,,Mammals,review,,,,review,,,,text,false,false,false,false,false,exposure
12289,Population Density,,see citation,figures showing seasonal abundance and density counts,,Both Male and Female,Both Adults and Juveniles,"1,239 surveys (dry season); 883 surveys (wet season)",,Exposure Factor Datasets,,"Kern, San Luis Obispo",,,,,Mammals,see citation,figures showing seasonal abundance and density counts,,,see citation,,,Other,qualitative,false,false,true,false,false,exposure
12293,Dietary Composition,,"Wheat seeds (0.488 +/- 0.034 SE), Lespedeza seeds (0.376 +/- 0.044 SE), Elm seeds (0.013 +/- 0.004 SE), Maple seeds (0.017 +/- 0.003 SE).",weekly consumption rates of seeds,g/g/wk,Both Male and Female,Juvenile,20,,Exposure Factor Datasets,30-60 d,,,,,Laboratory,Mammals,"Wheat seeds (0.488 +/- 0.034 SE), Lespedeza seeds (0.376 +/- 0.044 SE), Elm seeds (0.013 +/- 0.004 SE), Maple seeds (0.017 +/- 0.003 SE).",weekly consumption rates of seeds,g/g/wk,0.488,"Wheat seeds (0.488 +/- 0.034 SE), Lespedeza seeds (0.376 +/- 0.044 SE), Elm seeds (0.013 +/- 0.004 SE), Maple seeds (0.017 +/- 0.003 SE).",,g/g/wk,Other,quantitative,false,true,false,true,true,exposure
12294,Duration of Incubation or Gestation,,23,Mode,d,Female,Adult,161,,Exposure Factor Datasets,,,Gestating,,,Laboratory,Mammals,23,Mode,d,23,,,days,Other,quantitative,false,true,false,true,true,exposure
12295,Body Weight - Mean,,,,g,Both Male and Female,Adult,Not Reported,,Exposure Factor Datasets,,,,,,Laboratory,Mammals,,,g,,,,g,,unknown,false,false,false,false,true,exposure
