id,exposure_endpoint_type,chemical,endpoint_value,endpoint_description,units,sex,life_cycle_stage,sample_size,location,type,age_specific,california_counties,condition,countries,error,lab,species,endpoint_value_original,endpoint_description_original,units_original,endpoint_value_numeric,endpoint_value_text,units_extracted,units_standardized,endpoint_description_standardized,data_type,has_error_range,is_quantitative,is_qualitative,has_numeric_value,has_units,dataset_source
9464,,BORIC ACID,decrease @ 400 and 1600 ppm,brain ATP (nmol/g) and protein (mg/g) concentrations,,Both Male and Female,Juvenile,10 animals/pen; 3 pens/dose,,Toxicity Factor Datasets,1 d,,,,,Laboratory,Birds,decrease @ 400 and 1600 ppm,brain ATP (nmol/g) and protein (mg/g) concentrations,,400,decrease @ 400 and 1600 ppm,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9465,,CRUDE OILS,increase @ 4.0 ml/kg,susceptibility to Pasturella multocida estimated as % mortality 2-wks post-exposure to Pasturella multocida which was given on day 28,,Male,Adult,10-32/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increase @ 4.0 ml/kg,susceptibility to Pasturella multocida estimated as % mortality 2-wks post-exposure to Pasturella multocida which was given on day 28,,4,increase @ 4.0 ml/kg,,,Mortality,quantitative,false,true,false,true,false,toxicity
9466,,ALUMINUM SULFATE,decrease @ 0.5%,"body weight, average daily weight gain and tibiotarsus length, compared to controls",,Not Reported,Juvenile,8/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decrease @ 0.5%,"body weight, average daily weight gain and tibiotarsus length, compared to controls",,0.5,decrease @ 0.5%,%,percent,Other,quantitative,false,true,false,true,true,toxicity
9467,,PHOSPHORUS (YELLOW OR WHITE),positive correlation,relation between dose and frequency and severity of hepatic and kidney lesions,,Not Reported,Adult,4-5 birds/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,positive correlation,relation between dose and frequency and severity of hepatic and kidney lesions,,,positive correlation,,,Other,text,false,false,false,false,false,toxicity
9468,,AROCLOR 1254,no effect,body and liver weights of parents and offspring versus controls,,Both Male and Female,Both Adults and Juveniles,22 pairs,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,body and liver weights of parents and offspring versus controls,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9469,,SELENOMETHIONINE,"increased in birds that died, and in some 40 ppm survivors","histological changes to skin (loss of fat), muscle, liver, pancreas, kidney, lymph nodes, spleen, seminiferous tubules",,Male,Adult,21/dose,,Toxicity Factor Datasets,14 mo,,,,,Laboratory,Birds,"increased in birds that died, and in some 40 ppm survivors","histological changes to skin (loss of fat), muscle, liver, pancreas, kidney, lymph nodes, spleen, seminiferous tubules",,40,"increased in birds that died, and in some 40 ppm survivors",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9470,,"BORIC ACID, SELENOMETHIONINE",no effect due to added Se,"liver weight, hemoglobin concentrations, hematocrit versus controls",,Both Male and Female,Adult,14 pairs/treatment,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,no effect due to added Se,"liver weight, hemoglobin concentrations, hematocrit versus controls",,,no effect due to added Se,,,Other,qualitative,false,false,true,false,false,toxicity
9471,,LEAD COMPOUNDS,4.6(0.66) ppm @ 103 ug/g Pb; 9.3(0.82) ppm @ 207 ug/g Pb; 12(1.3) ppm @ 414 ug/g Pb; 28(4.6) ppm @ 828 ug/g Pb,mean(SE) wet wt concentrations of lead in liver,,Male,Adult,10/ Pb treatment; 20/control treatment,,Toxicity Factor Datasets,approx. 5 mo,,,,,Laboratory,Birds,4.6(0.66) ppm @ 103 ug/g Pb; 9.3(0.82) ppm @ 207 ug/g Pb; 12(1.3) ppm @ 414 ug/g Pb; 28(4.6) ppm @ 828 ug/g Pb,mean(SE) wet wt concentrations of lead in liver,,4.6,4.6(0.66) ppm @ 103 ug/g Pb; 9.3(0.82) ppm @ 207 ug/g Pb; 12(1.3) ppm @ 414 ug/g Pb; 28(4.6) ppm @ 828 ug/g Pb,,,Other,quantitative,false,true,false,true,false,toxicity
9473,,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","decreased @ 10 ppm Hg, 10 ppm Hg + 10 ppm Se",hatchability versus controls,,Both Male and Female,Both Adults and Juveniles,12/group,,Toxicity Factor Datasets,18 mo,,,,,Laboratory,Birds,"decreased @ 10 ppm Hg, 10 ppm Hg + 10 ppm Se",hatchability versus controls,,10,"decreased @ 10 ppm Hg, 10 ppm Hg + 10 ppm Se",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9474,,"BISMUTH COMPOUNDS, IRON COMPOUNDS",no effect,mortality versus controls,,Both Male and Female,Adult,"20 males, 20 females per group",,Toxicity Factor Datasets,6-8 mo,,,,,Laboratory,Birds,no effect,mortality versus controls,,,no effect,,,Mortality,qualitative,false,false,true,false,false,toxicity
9475,,"BISMUTH COMPOUNDS, IRON COMPOUNDS, LEAD (elemental)","213(27.1) ppm, kidney; 91(4.55) ppm, liver; 9.8(3.22) ppm, ovary; 3.49(0.61) ppm, testis",mean(SE) wet wt concentrations of Pb in Pb-dosed birds,,Both Male and Female,Adult,"18 pairs/group (control, Fe, Bi); 6 pairs/Pb group",,Toxicity Factor Datasets,6-8 mo,,,,,Laboratory,Birds,"213(27.1) ppm, kidney; 91(4.55) ppm, liver; 9.8(3.22) ppm, ovary; 3.49(0.61) ppm, testis",mean(SE) wet wt concentrations of Pb in Pb-dosed birds,,213,"213(27.1) ppm, kidney; 91(4.55) ppm, liver; 9.8(3.22) ppm, ovary; 3.49(0.61) ppm, testis",,,Other,quantitative,false,true,false,true,false,toxicity
9476,,LEAD (elemental),increased @ 5 shot (33%) and repeated 5 shot (40%),percent mortality versus controls,,Both Male and Female,Not Reported,5-6/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased @ 5 shot (33%) and repeated 5 shot (40%),percent mortality versus controls,,5,increased @ 5 shot (33%) and repeated 5 shot (40%),%,percent,Mortality,mixed,false,false,false,true,true,toxicity
9477,,CHLORPYRIFOS,145 mg/kg,LD50,,Both Male and Female,Juvenile,5,,Toxicity Factor Datasets,36 hours,,,,,Laboratory,Birds,145 mg/kg,LD50,,145,145 mg/kg,mg/kg,mg/kg,LD50,quantitative,false,true,false,true,true,toxicity
9478,,"AROCLOR 1254, DDE (4,4'-)",decreased with all treatments,numbers of mammillary cores and basal caps on eggshell membranes versus controls,,Female,Adult,6-8 eggs/group from 10 hens,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decreased with all treatments,numbers of mammillary cores and basal caps on eggshell membranes versus controls,,,decreased with all treatments,,,Other,qualitative,false,false,true,false,false,toxicity
9479,,DIELDRIN,review,concentrations in brain associated with mortality (various raptor species),,Not Reported,Not Reported,Not Reported,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,review,concentrations in brain associated with mortality (various raptor species),,,review,,,Mortality,text,false,false,false,false,false,toxicity
9481,,"DDE (4,4'-)",21.7% decrease (tundra population); 16.8% decrease (taiga population); 7.5% decrease (Aleutian population),eggshell thickness compared to pre-1947 reference eggs,,Female,Adult,23 eggs (tundra pop.); 14 eggs (taiga pop.); 11 eggs (Aleutian pop.),"69.0848692, -154.6818638",Toxicity Factor Datasets,,,,,,,Birds,21.7% decrease (tundra population); 16.8% decrease (taiga population); 7.5% decrease (Aleutian population),eggshell thickness compared to pre-1947 reference eggs,,21.7,21.7% decrease (tundra population); 16.8% decrease (taiga population); 7.5% decrease (Aleutian population),%,percent,Other,quantitative,false,true,false,true,true,toxicity
9505,,POLYCHLORINATED BIPHENYLS,increased compared with reference,proportion of nestlings with bill defects,,Both Male and Female,Hatchling,"1,511 and 2,700 chicks (2 yrs)","44.33862, -85.21474",Toxicity Factor Datasets,,,,,,,Birds,increased compared with reference,proportion of nestlings with bill defects,,,increased compared with reference,,,Other,qualitative,false,false,true,false,false,toxicity
9483,,LEAD (elemental),30% decrease at 625 mg/kg bw
25% decrease at 125 mg/kg bw,plasma creatine phosphokinase,,Both Male and Female,Nestling,10/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,30% decrease at 625 mg/kg bw
25% decrease at 125 mg/kg bw,plasma creatine phosphokinase,,30,30% decrease at 625 mg/kg bw
25% decrease at 125 mg/kg bw,mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
9484,,DIMETHYLMERCURY,no effect,eggshell thickness,,Female,Adult,Not Reported,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,eggshell thickness,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9485,,"ACEPHATE, DDE (4,4'-)",no effect,prey capturing behavior,,Not Reported,Adult,5-6/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,prey capturing behavior,,,no effect,,,Behavior,qualitative,false,false,true,false,false,toxicity
9486,,"DDE (4,4'-)","0.71 (0.05 SE) ppm at 0 ppm,
32.4 (2.78 SE) ppm at 10 ppm",mean residues in eggs,,Female,Embryo,45910,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"0.71 (0.05 SE) ppm at 0 ppm,
32.4 (2.78 SE) ppm at 10 ppm",mean residues in eggs,,0.71,"0.71 (0.05 SE) ppm at 0 ppm,
32.4 (2.78 SE) ppm at 10 ppm",ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9487,,FENTHION,0.96,range of plasma cholinesterase inhibition (relative to control) in birds that died,,Male,Adult,14,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,0.96,range of plasma cholinesterase inhibition (relative to control) in birds that died,,0.96,,,,Other,quantitative,false,true,false,true,false,toxicity
9488,,"PCB 105 (2,3,3',4,4'-PENTACHLOROBIPHENYL), PCB 126 (3,3',4,4',5-PENTACHLOROBIPHENYL), PCB 153 (2,2',4,4',5,5'-HEXACHLOROBIPHENYL)",increased with PCB 153,aminopyrine N-demethylase and aldrin epoxidase activities in liver,,Female,Adult,5-6/group,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,increased with PCB 153,aminopyrine N-demethylase and aldrin epoxidase activities in liver,,153,increased with PCB 153,,,Other,mixed,false,false,false,true,false,toxicity
9489,,POLYCHLORINATED BIPHENYLS,review,,,,,,,Toxicity Factor Datasets,,,,,,,Birds,review,,,,review,,,,text,false,false,false,false,false,toxicity
9490,,PARAQUAT,"14% @ 25 mg/kg, 18% @ 60 mg/kg",percent increase over controls in liver to body weight ratio,,Not Reported,Juvenile,11/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"14% @ 25 mg/kg, 18% @ 60 mg/kg",percent increase over controls in liver to body weight ratio,,14,"14% @ 25 mg/kg, 18% @ 60 mg/kg",mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
9491,,DICOFOL,increased @ 5 and 20 mg/kg,incidence of abnormal embyronic gonads,,Both Male and Female,Embryo,10/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased @ 5 and 20 mg/kg,incidence of abnormal embyronic gonads,,5,increased @ 5 and 20 mg/kg,mg/kg,mg/kg,Other,mixed,false,false,false,true,true,toxicity
9492,,"PCB 77 (3,3',4,4'-TETRACHLOROBIPHENYL)",reduced @ 1000 ng/g,humerus length versus controls,,Not Reported,Hatchling,24-26/treatment group,,Toxicity Factor Datasets,hatchling,,,,,Laboratory,Birds,reduced @ 1000 ng/g,humerus length versus controls,,1000,reduced @ 1000 ng/g,,,Other,quantitative,false,true,false,true,false,toxicity
9493,,SELENOMETHIONINE,no effect,"chick mass and size at hatch, and chick survival to fledging versus controls",,Both Male and Female,"Adult, Juvenile",15 pairs/treatment group; 10 control pairs,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,"chick mass and size at hatch, and chick survival to fledging versus controls",,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9495,,LEAD (elemental),"639.43 and 345.95 ug/g, dry wt",lead concentration in kidneys of treated birds,,Not Reported,Not Reported,2,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"639.43 and 345.95 ug/g, dry wt",lead concentration in kidneys of treated birds,,639.43,"639.43 and 345.95 ug/g, dry wt",,,Other,quantitative,false,true,false,true,false,toxicity
9496,,AROCLOR 1254,"decreased at 10, 40 ppm",number of pairs nesting,,Both Male and Female,Adult,8/group,,Toxicity Factor Datasets,,,breeding,,,Laboratory,Birds,"decreased at 10, 40 ppm",number of pairs nesting,,10,"decreased at 10, 40 ppm",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9497,,"ALDRIN, DIELDRIN","6.1 ppm (brain), 10.7 ppm (body remainder) dieldrin, wet wt",post-mortem concentrations,,Not Reported,Not Reported,1 bird,,Toxicity Factor Datasets,,,,,,,Birds,"6.1 ppm (brain), 10.7 ppm (body remainder) dieldrin, wet wt",post-mortem concentrations,,6.1,"6.1 ppm (brain), 10.7 ppm (body remainder) dieldrin, wet wt",ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9498,,DIPHACINONE,increased,time to coagulation in blood sampled 3 days after treatment ended,,Not Reported,Adult,3 owls,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased,time to coagulation in blood sampled 3 days after treatment ended,,,increased,,,Other,qualitative,false,false,true,false,false,toxicity
9504,,"MERCURY (elemental), POLYCHLORINATED BIPHENYLS",5.7 ppm wet wt PCBs,concentration in eggs,,Female,Adult,5 eggs,"40.47747, -112.61926",Toxicity Factor Datasets,,,,,,,Birds,5.7 ppm wet wt PCBs,concentration in eggs,,5.7,5.7 ppm wet wt PCBs,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9502,,"DDE (4,4'-)",3 ug/g,lowest level of DDE that would result in severely lowered reproductive success,,Both Male and Female,Embryo,156 eggs,,Toxicity Factor Datasets,,,,,,,Birds,3 ug/g,lowest level of DDE that would result in severely lowered reproductive success,,3,3 ug/g,,,Other,quantitative,false,true,false,true,false,toxicity
9506,,"TETRACHLORODIBENZO-P-DIOXIN (2,3,7,8-)","increased @ 5.4, 10.7, 11.7 ug/kg egg",mortality in treated embryos versus controls,,Not Reported,Embryo,83-86 eggs/treatment,"51.6529, -99.92551",Toxicity Factor Datasets,,,,,,Laboratory,Birds,"increased @ 5.4, 10.7, 11.7 ug/kg egg",mortality in treated embryos versus controls,,5.4,"increased @ 5.4, 10.7, 11.7 ug/kg egg",,,Mortality,mixed,false,false,false,true,false,toxicity
9507,,"DDE (4,4'-)",20.4% decrease,eggshell thickness versus controls,,Female,Adult,6 hens; 45 total eggs,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,20.4% decrease,eggshell thickness versus controls,,20.4,20.4% decrease,%,percent,Other,quantitative,false,true,false,true,true,toxicity
9508,,CADMIUM CHLORIDE,"increased @ 10, 50 ug/g diet",kidney Cd concentration versus controls,,Male,Adult,8,,Toxicity Factor Datasets,32 weeks,,,,,Laboratory,Birds,"increased @ 10, 50 ug/g diet",kidney Cd concentration versus controls,,10,"increased @ 10, 50 ug/g diet",,,Other,mixed,false,false,false,true,false,toxicity
9509,,DIELDRIN,decrease,"average % hatchability, compared to controls",,Both Male and Female,Adult,"5 trios (2F, 1M)/dose",,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decrease,"average % hatchability, compared to controls",,,decrease,,,Other,text,false,false,false,false,false,toxicity
9510,,"SELENIUM COMPOUNDS, SELENOMETHIONINE",no effect,"egg fertility, egg weight, eggshell thickness, and mean interval between laying of eggs versus controls",,Both Male and Female,Adult,"15 pairs/treatment group, 10 pairs/control group",,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,"egg fertility, egg weight, eggshell thickness, and mean interval between laying of eggs versus controls",,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9511,,DIELDRIN,5.5 - 95,"steady state bioconcentration factor for muscle, calculated on a wet weight basis; range for 7 doses",,Not Reported,Juvenile,8-16/dose,,Toxicity Factor Datasets,1 d at initiation,,,,,Laboratory,Birds,5.5 - 95,"steady state bioconcentration factor for muscle, calculated on a wet weight basis; range for 7 doses",,5.5,5.5 - 95,,,Other,quantitative,false,true,false,true,false,toxicity
9512,,"DDE (4,4'-)",10.3 (0.9 SE) ug/g wet wt. @ 3 ug/g diet; 91.5 (1.5 SE) @ 30 ug/g diet; 332.0 (26.0 SE) @ 100 ug/g diet,mean egg yolk concentrations after 37-42 d on DDE diet,,Female,Adult,5-10/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,10.3 (0.9 SE) ug/g wet wt. @ 3 ug/g diet; 91.5 (1.5 SE) @ 30 ug/g diet; 332.0 (26.0 SE) @ 100 ug/g diet,mean egg yolk concentrations after 37-42 d on DDE diet,,10.3,10.3 (0.9 SE) ug/g wet wt. @ 3 ug/g diet; 91.5 (1.5 SE) @ 30 ug/g diet; 332.0 (26.0 SE) @ 100 ug/g diet,,,Other,quantitative,false,true,false,true,false,toxicity
9501,,"DDE (4,4'-)","12.8 ppm DDE, 0.8 ppm DDD, wet wt",mean concentration in breast muscle,,Not Reported,Adult,24 birds,"41.4722740, -112.3125742",Toxicity Factor Datasets,,,,,,,Birds,"12.8 ppm DDE, 0.8 ppm DDD, wet wt",mean concentration in breast muscle,,12.8,"12.8 ppm DDE, 0.8 ppm DDD, wet wt",ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9494,,CARBOFURAN,4,carcass count in a treated rice field,,Not Reported,Not Reported,Not Reported,"38.34984, -121.91117",Toxicity Factor Datasets,,,,,,,Birds,4,carcass count in a treated rice field,,4,,,,Other,quantitative,false,true,false,true,false,toxicity
9499,,AMMONIUM NITRATE,significantly earlier,timing of nesting season termination in pairs post-spray vs. unsprayed controls,,Both Male and Female,Both Adults and Juveniles,"4 control, 8 treatment territories","30.59669, -96.25686",Toxicity Factor Datasets,,,,,,,Birds,significantly earlier,timing of nesting season termination in pairs post-spray vs. unsprayed controls,,,significantly earlier,,,Other,text,false,false,false,false,false,toxicity
9513,,"DDT (4,4'-)",no effect,body weight at end of experiment,,Female,Adult,4/dose/sampling time,,Toxicity Factor Datasets,80 d at initiation,,,,,Laboratory,Birds,no effect,body weight at end of experiment,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9514,,TOXAPHENE (POLYCHLORINATED CAMPHENES),66 lbs AI/acre for exposure of 3d embryo; 66 lbs AI/acre for exposure of 8d embryo,LC50,,Not Reported,Embryo,30/dose,,Toxicity Factor Datasets,3 or 8d of development,,,,,Laboratory,Birds,66 lbs AI/acre for exposure of 3d embryo; 66 lbs AI/acre for exposure of 8d embryo,LC50,,66,66 lbs AI/acre for exposure of 3d embryo; 66 lbs AI/acre for exposure of 8d embryo,,,LC50,quantitative,false,true,false,true,false,toxicity
9515,,DICROTOPHOS,70.1% @ 5 mg/L,brain acetylcholinesterase activity compared with controls,,Not Reported,Juvenile,4-5/dose,,Toxicity Factor Datasets,2 weeks old,,,,,Laboratory,Birds,70.1% @ 5 mg/L,brain acetylcholinesterase activity compared with controls,,70.1,70.1% @ 5 mg/L,mg/L,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9516,,CHLORPYRIFOS,decreased @ all doses,food consumption compared with controls,,Not Reported,Juvenile,10/group,,Toxicity Factor Datasets,14 d,,,,,Laboratory,Birds,decreased @ all doses,food consumption compared with controls,,,decreased @ all doses,,,Other,qualitative,false,false,true,false,false,toxicity
9517,,METHYLPARATHION,no effect,"number of hatchlings per nest, percent hatchability, hatchling survival and body weight to 5 days compared with controls",,Not Reported,Hatchling,12 pairs/group,,Toxicity Factor Datasets,7 mo,,,,,Laboratory,Birds,no effect,"number of hatchlings per nest, percent hatchability, hatchling survival and body weight to 5 days compared with controls",,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9523,,ENDRIN,"breast muscle=non-detect.; liver=non-detect.-0.05; fat=non-detect.-0.50 ppm, wet wt",tissue endrin residues,,Not Reported,Not Reported,7-10 animals,"47.41494, -120.30522",Toxicity Factor Datasets,,,,,,,Birds,"breast muscle=non-detect.; liver=non-detect.-0.05; fat=non-detect.-0.50 ppm, wet wt",tissue endrin residues,,0.05,"breast muscle=non-detect.; liver=non-detect.-0.05; fat=non-detect.-0.50 ppm, wet wt",ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9518,,ACEPHATE,51.7% (4.82 SE),brain cholinesterase inhibition compared with controls,,Not Reported,Juvenile,36/dose,,Toxicity Factor Datasets,14 d,,,,,Laboratory,Birds,51.7% (4.82 SE),brain cholinesterase inhibition compared with controls,,51.7,51.7% (4.82 SE),%,percent,Other,quantitative,false,true,false,true,true,toxicity
9519,,EPN,"increased @ 30, 90, 270 ppm","incidence of CNS lesions (demyelination, axonal degeneration in spinal cord) compared with controls",,Female,Juvenile,6/group,,Toxicity Factor Datasets,20 wks,,,,,Laboratory,Birds,"increased @ 30, 90, 270 ppm","incidence of CNS lesions (demyelination, axonal degeneration in spinal cord) compared with controls",,30,"increased @ 30, 90, 270 ppm",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9520,,"DDT (4,4'-)",decreased,"eggshell weight and thickness, total eggshell calcium and shell gland epithelial microsomal Ca-ATPase activity, compared to controls",,Female,Adult,5 hens/dose; 19 eggs/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decreased,"eggshell weight and thickness, total eggshell calcium and shell gland epithelial microsomal Ca-ATPase activity, compared to controls",,,decreased,,,Other,qualitative,false,false,true,false,false,toxicity
9521,,VANADYL SULFATE,,vanadium concentration in eggs,,Female,Adult,5 pairs/group,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,,vanadium concentration in eggs,,,,,,Other,unknown,false,false,false,false,false,toxicity
9522,,LEAD (elemental),no effect,body weight and hematocrit versus controls,,Male,Juvenile,20/treatment group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,body weight and hematocrit versus controls,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9524,,LEAD (elemental),no effect,body weight and food consumption versus controls,,Both Male and Female,Adult,"control=2 F, 4 M; treatment=6 M-F pairs/group",,Toxicity Factor Datasets,6 mos,,,,,Laboratory,Birds,no effect,body weight and food consumption versus controls,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9525,,FUEL OILS,"decreased @ 0.5 ul/egg, incubation day 3 or 8 exposure",embyronic length and weight by incubation day 18 versus controls,,Not Reported,Embryo,30 eggs/group,,Toxicity Factor Datasets,3 or 8 days of incubation (time of treatment),,,,,Laboratory,Birds,"decreased @ 0.5 ul/egg, incubation day 3 or 8 exposure",embyronic length and weight by incubation day 18 versus controls,,0.5,"decreased @ 0.5 ul/egg, incubation day 3 or 8 exposure",,,Other,mixed,false,false,false,true,false,toxicity
9526,,CHLOROETHYLMERCURY,decreased @ 500 mg/kg bw,post-dose eggshell thickness versus pre-dose thickness,,Female,Adult,5/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decreased @ 500 mg/kg bw,post-dose eggshell thickness versus pre-dose thickness,,500,decreased @ 500 mg/kg bw,mg/kg,mg/kg,Other,mixed,false,false,false,true,true,toxicity
9527,,"CADMIUM CHLORIDE, LEAD CHLORIDE, ZINC COMPOUNDS",99 (6) @ 110 ppm Cd; 125 (7) @ 100 ppm Cd; 100 (5) @ 5 ppm Cd + 5 ppm Pb; 112 (2) @ 50 ppm Cd + 50 ppm Pb,"mean (SE) Zn concentrations (ug/g, dry wt) in kidney",,Male,Juvenile,6-8 birds/dose,,Toxicity Factor Datasets,128 d (at initiation),,,,,Laboratory,Birds,99 (6) @ 110 ppm Cd; 125 (7) @ 100 ppm Cd; 100 (5) @ 5 ppm Cd + 5 ppm Pb; 112 (2) @ 50 ppm Cd + 50 ppm Pb,"mean (SE) Zn concentrations (ug/g, dry wt) in kidney",,99,99 (6) @ 110 ppm Cd; 125 (7) @ 100 ppm Cd; 100 (5) @ 5 ppm Cd + 5 ppm Pb; 112 (2) @ 50 ppm Cd + 50 ppm Pb,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9528,,"ARSENATE, SODIUM",increased @ 300 ppm,plasma biochemistry changes versus controls,,Both Male and Female,Juvenile,30 birds/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased @ 300 ppm,plasma biochemistry changes versus controls,,300,increased @ 300 ppm,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9529,,NICKEL SULFATE,no effects,plasma biochemistry compared to controls,,Male,Adult,6 pairs/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effects,plasma biochemistry compared to controls,,,no effects,,,Other,qualitative,false,false,true,false,false,toxicity
9530,,CADMIUM CHLORIDE,"increased @ 200 ppm/60 or 90 d of treatment, 30 d post-treatment",mean kidney weight versus controls,,Both Male and Female,Adult,10 kidneys/group,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,"increased @ 200 ppm/60 or 90 d of treatment, 30 d post-treatment",mean kidney weight versus controls,,200,"increased @ 200 ppm/60 or 90 d of treatment, 30 d post-treatment",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9531,,"DDE (4,4'-), METHYLMERCURY CHLORIDE","1.0 +/- 0.06 (@ 1 ppm Hg, no DDE), 5.3 +/- 0.56 (@ 5 ppm Hg, no DDE) ppm Hg, wet wt",Hg concentration in breast muscle (mean +/- SE),,Female,Adult,10/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"1.0 +/- 0.06 (@ 1 ppm Hg, no DDE), 5.3 +/- 0.56 (@ 5 ppm Hg, no DDE) ppm Hg, wet wt",Hg concentration in breast muscle (mean +/- SE),,1,"1.0 +/- 0.06 (@ 1 ppm Hg, no DDE), 5.3 +/- 0.56 (@ 5 ppm Hg, no DDE) ppm Hg, wet wt",ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9532,,SELENOMETHIONINE,"increased @ 10,20,40 ppm",incidence of altered hepatic glutathione metabolism versus controls,,Not Reported,Juvenile,40 birds/group,,Toxicity Factor Datasets,day old,,,,,Laboratory,Birds,"increased @ 10,20,40 ppm",incidence of altered hepatic glutathione metabolism versus controls,,10,"increased @ 10,20,40 ppm",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9533,,CADMIUM CHLORIDE,decreased @ 450 ppm,body and liver weights compared to controls,,Not Reported,Adult,12 birds/group,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,decreased @ 450 ppm,body and liver weights compared to controls,,450,decreased @ 450 ppm,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9534,,SELENOMETHIONINE,increased @ 2 ppm or greater,Se concentrations in liver versus controls,,Male,Adult,10 birds/group,,Toxicity Factor Datasets,2 yr,,,,,Laboratory,Birds,increased @ 2 ppm or greater,Se concentrations in liver versus controls,,2,increased @ 2 ppm or greater,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9535,,CARBOFURAN,"0.370 (0.283-0.484), 0.628 (0.530-0.744), 0.510 (0.410-0.635), 0.415 (0.333-0.516)","LD50's determined at ages 36 hr, 7 d, 30 d, and 6 mos, respectively (95% CI in parenth.)",,Both Male and Female,Juvenile,5,,Toxicity Factor Datasets,"36 hr, 7 d, 30 d, or 6 mos",,,,,Laboratory,Birds,"0.370 (0.283-0.484), 0.628 (0.530-0.744), 0.510 (0.410-0.635), 0.415 (0.333-0.516)","LD50's determined at ages 36 hr, 7 d, 30 d, and 6 mos, respectively (95% CI in parenth.)",,0.37,"0.370 (0.283-0.484), 0.628 (0.530-0.744), 0.510 (0.410-0.635), 0.415 (0.333-0.516)",,,Other,quantitative,false,true,false,true,false,toxicity
